Abd-0	100042
Abd-0	100043
Abd-0	100047
Abd-0	100053
Abd-0	100108
Abd-0	100130
Abd-0	100158
Abd-0	100208
Abd-0	100226
Abd-0	100282
Abd-0	100300
Abd-0	100302
Abd-0	100303
Abd-0	100304
Abd-0	100305
Abd-0	100306
Abd-0	100307
Abd-0	100309
Abd-0	100310
Abd-0	100312
Abd-0	100313
Abd-0	100320
Abd-0	100331
Abd-0	100335
Abd-0	100395
Abd-0	100516
Abd-0	100563
Abd-0	100645
Abd-0	100673
Abd-0	100677
Abd-0	100683
Abd-0	100685
Abd-0	100691
Abd-0	100692
Abd-0	100697
Abd-0	100703
Abd-0	100705
Abd-0	100707
Abd-0	100709
Abd-0	100715
Abd-0	100725
Abd-0	100727
Abd-0	100728
Abd-0	100742
Abd-0	100745
Abd-0	100751
Abd-0	100753
Abd-0	100755
Abd-0	100758
Abd-0	100759
Abd-0	100760
Abd-0	100761
Abd-0	100763
Abd-0	100764
Abd-0	100765
Abd-0	100766
Abd-0	100778
Abd-0	100784
Abd-0	100787
Abd-0	100792
Abd-0	100800
Abd-0	100805
Abd-0	100838
Abd-0	100852
Abd-0	100861
Abd-0	100862
Abd-0	100891
Abd-0	100892
Abd-0	100902
Abd-0	100916
Abd-0	100954
Abd-0	100958
Abd-0	100959
Abd-0	100988
Abd-0	101003
Abd-0	101018
Abd-0	101023
Abd-0	101024
Abd-0	101025
Abd-0	101027
Abd-0	101040
Abd-0	101054
Are-1	100042
Are-1	100043
Are-1	100047
Are-1	100053
Are-1	100108
Are-1	100130
Are-1	100158
Are-1	100208
Are-1	100226
Are-1	100282
Are-1	100300
Are-1	100302
Are-1	100303
Are-1	100304
Are-1	100305
Are-1	100306
Are-1	100307
Are-1	100309
Are-1	100310
Are-1	100312
Are-1	100313
Are-1	100320
Are-1	100331
Are-1	100335
Are-1	100395
Are-1	100516
Are-1	100563
Are-1	100645
Are-1	100673
Are-1	100677
Are-1	100683
Are-1	100685
Are-1	100691
Are-1	100692
Are-1	100697
Are-1	100703
Are-1	100705
Are-1	100707
Are-1	100709
Are-1	100715
Are-1	100725
Are-1	100727
Are-1	100728
Are-1	100742
Are-1	100745
Are-1	100751
Are-1	100753
Are-1	100755
Are-1	100758
Are-1	100759
Are-1	100760
Are-1	100761
Are-1	100763
Are-1	100764
Are-1	100765
Are-1	100766
Are-1	100778
Are-1	100784
Are-1	100787
Are-1	100792
Are-1	100800
Are-1	100805
Are-1	100838
Are-1	100852
Are-1	100861
Are-1	100862
Are-1	100891
Are-1	100892
Are-1	100902
Are-1	100916
Are-1	100954
Are-1	100958
Are-1	100959
Are-1	100988
Are-1	101003
Are-1	101018
Are-1	101023
Are-1	101024
Are-1	101025
Are-1	101027
Are-1	101040
Are-1	101054
Are-10	100042
Are-10	100043
Are-10	100047
Are-10	100053
Are-10	100108
Are-10	100130
Are-10	100158
Are-10	100208
Are-10	100226
Are-10	100282
Are-10	100300
Are-10	100302
Are-10	100303
Are-10	100304
Are-10	100305
Are-10	100306
Are-10	100307
Are-10	100309
Are-10	100310
Are-10	100312
Are-10	100313
Are-10	100320
Are-10	100331
Are-10	100335
Are-10	100395
Are-10	100516
Are-10	100563
Are-10	100645
Are-10	100673
Are-10	100677
Are-10	100683
Are-10	100685
Are-10	100691
Are-10	100692
Are-10	100697
Are-10	100703
Are-10	100705
Are-10	100707
Are-10	100709
Are-10	100715
Are-10	100725
Are-10	100727
Are-10	100728
Are-10	100742
Are-10	100745
Are-10	100751
Are-10	100753
Are-10	100755
Are-10	100758
Are-10	100759
Are-10	100760
Are-10	100761
Are-10	100763
Are-10	100764
Are-10	100765
Are-10	100766
Are-10	100778
Are-10	100784
Are-10	100787
Are-10	100792
Are-10	100800
Are-10	100805
Are-10	100838
Are-10	100852
Are-10	100861
Are-10	100862
Are-10	100891
Are-10	100892
Are-10	100902
Are-10	100916
Are-10	100954
Are-10	100958
Are-10	100959
Are-10	100988
Are-10	101003
Are-10	101018
Are-10	101023
Are-10	101024
Are-10	101025
Are-10	101027
Are-10	101040
Are-10	101054
Are-2	100042
Are-2	100043
Are-2	100047
Are-2	100053
Are-2	100108
Are-2	100130
Are-2	100158
Are-2	100208
Are-2	100226
Are-2	100282
Are-2	100300
Are-2	100302
Are-2	100303
Are-2	100304
Are-2	100305
Are-2	100306
Are-2	100307
Are-2	100309
Are-2	100310
Are-2	100312
Are-2	100313
Are-2	100320
Are-2	100331
Are-2	100335
Are-2	100395
Are-2	100516
Are-2	100563
Are-2	100645
Are-2	100673
Are-2	100677
Are-2	100683
Are-2	100685
Are-2	100691
Are-2	100692
Are-2	100697
Are-2	100703
Are-2	100705
Are-2	100707
Are-2	100709
Are-2	100715
Are-2	100725
Are-2	100727
Are-2	100728
Are-2	100742
Are-2	100745
Are-2	100751
Are-2	100753
Are-2	100755
Are-2	100758
Are-2	100759
Are-2	100760
Are-2	100761
Are-2	100763
Are-2	100764
Are-2	100765
Are-2	100766
Are-2	100778
Are-2	100784
Are-2	100787
Are-2	100792
Are-2	100800
Are-2	100805
Are-2	100838
Are-2	100852
Are-2	100861
Are-2	100862
Are-2	100891
Are-2	100892
Are-2	100902
Are-2	100916
Are-2	100954
Are-2	100958
Are-2	100959
Are-2	100988
Are-2	101003
Are-2	101018
Are-2	101023
Are-2	101024
Are-2	101025
Are-2	101027
Are-2	101040
Are-2	101054
Are-6	100042
Are-6	100043
Are-6	100047
Are-6	100053
Are-6	100108
Are-6	100130
Are-6	100158
Are-6	100208
Are-6	100226
Are-6	100282
Are-6	100300
Are-6	100302
Are-6	100303
Are-6	100304
Are-6	100305
Are-6	100306
Are-6	100307
Are-6	100309
Are-6	100310
Are-6	100312
Are-6	100313
Are-6	100320
Are-6	100331
Are-6	100335
Are-6	100395
Are-6	100516
Are-6	100563
Are-6	100645
Are-6	100673
Are-6	100677
Are-6	100683
Are-6	100685
Are-6	100691
Are-6	100692
Are-6	100697
