"score","praw","pgif"
1.55581417455652,0.13059935335837,0.249182824695933
-0.482232141337974,0.63326091616621,0.720962836050037
2.75133849670528,0.0101224370189852,0.0415680322651963
0.139534101692229,0.889992668525566,0.917686804146677
-1.49368986438115,0.146058356167168,0.268586645091939
0.139136594539174,0.890303970694974,0.917920469271283
-1.22895090065326,0.228969547098938,0.36269572211553
-0.1360926271525,0.892688397570707,0.919710026634141
0.75189857493685,0.458171521971844,0.577592567740072
0.4449929638275,0.659628662332617,0.741709371810684
-0.826302128701243,0.41537955512998,0.540529326415889
-0.85011194865787,0.402227142955405,0.528925019866937
-0.90902536430546,0.370829924827725,0.500767319211989
1.5995943560199,0.120528164874955,0.236111193761345
1.78511342964884,0.0847073197167741,0.186111435004988
0.7114277173166,0.482503027965785,0.598242663615306
-0.339444944926069,0.736720610491203,0.801493381934934
-1.16895602474496,0.251940626926983,0.38659745933096
-1.85955664202605,0.0731208228128999,0.168417106702366
-1.72526019242918,0.0951239320017463,0.201306141401014
-2.46953357304468,0.0196579937255354,0.0673852103094843
-1.81622765368813,0.0796868003562484,0.178555637504061
-1.31423032333484,0.199069443185696,0.33035260691068
1.08503612469962,0.286843636843979,0.421600375886914
-2.49283088944681,0.0186312304137895,0.0648411675959204
-0.333142684482113,0.74142320158293,0.805104033106813
-0.132526946846445,0.89548279449491,0.921806817176646
-0.294566888066382,0.770423127453491,0.827292553396156
0.488120212009752,0.629135149203861,0.717700766777668
-0.333142684482113,0.74142320158293,0.805104033106813
2.27908216640018,0.030205982213522,0.091404414129988
2.46886046690131,0.0196884174772664,0.0674599165729983
0.128531194653569,0.898615856324332,0.924157155798733
-0.195012474634228,0.846743030222106,0.885153949803224
1.10484685495502,0.278308645967151,0.413173938536317
-1.01299407241899,0.319440644626314,0.453080751228043
-0.460579436453053,0.648535647040876,0.73300203773885
-0.0186865079824243,0.985219167705637,0.988957283047343
-0.892615098652828,0.379410757028252,0.508529965174787
-0.611104182088349,0.545891274279458,0.650820061077178
-0.824683966026709,0.416283027310378,0.541322573411179
1.78874421702578,0.0841079107776295,0.185217743704405
-0.752696331207496,0.457699285873552,0.577188909567489
-2.00903762111435,0.0539228280473137,0.136744811143801
0.10339417015127,0.918361853047025,0.938957349600645
1.52393034053791,0.138358143614191,0.259015433632992
-1.78135491019284,0.0853316421473151,0.187039919857148
-0.898372553001274,0.376385683284432,0.505799317103483
1.0446402306843,0.304819269460997,0.439091629748549
1.53381525395212,0.135913661649462,0.25593870428264
-2.05936963309965,0.048537103755048,0.127183738188557
0.953584836612183,0.348175214821481,0.480009961987332
1.63036159045207,0.113840183982325,0.227219966586811
-0.167331719044142,0.868270446805361,0.901365408572187
-0.718036238942034,0.478480057536426,0.594847877735394
-0.550499271050215,0.586192919917525,0.683467998348381
0.136461459507997,0.892399425790009,0.919493167174424
-1.43550434457312,0.161842405304035,0.287678901028699
0.375013449245685,0.710379212862928,0.781197220654452
1.38759648257787,0.17583094358191,0.304070449710877
-0.244558483183214,0.808520449468222,0.856260974520038
-0.909289267761701,0.370692974560858,0.500642998593361
-0.575555750738581,0.569355078911794,0.669893793175774
0.293498002957828,0.771231731554928,0.82790942366309
-0.0819018669595295,0.935287425871411,0.951628543433944
-0.634633946544982,0.530642475851493,0.638318649605833
-0.226761596481867,0.822200006624316,0.866619240051166
-0.3469949214664,0.731100651236675,0.797173479017322
-0.0394240703963341,0.968822450301824,0.976705070314176
